cited_author,wos-uid
"Derrida, J.",WOS:000710829400001
"Heidegger, M.",WOS:000710829400001
"Hauskeller, M.",WOS:000710829400001
"Hayles, N. Katherine",WOS:000710829400001
"Kissinger, Henry A.",WOS:000710829400001
"Harari,, Y. N.",WOS:000710829400001
"Witoszek, N.",WOS:000710829400001
"Zizek, S",WOS:000710829400001
"Herbrechter, S.",WOS:000710829400001
"Antadze, Nino",WOS:000950260100002
"Calarco, Matthew",WOS:000950260100002
"Saldukaityte, Jolanta",WOS:000950260100002
"Rajiva, Jay",WOS:000950260100002
"Herzog, Annabel",WOS:000950260100002
"Philippopoulos-Mihalopoulos, Andreas",WOS:000950260100002
"Davy, Barbara Jane",WOS:000950260100002
"Manderson, Desmond",WOS:000950260100002
"Alford, CF",WOS:000950260100002
"Ricoeur, P",WOS:000950260100002
"Kantor, A",WOS:000950260100002
"Kantor, A",WOS:000950260100002
"Oliver, K.",WOS:000950260100002
"Levinas, Emmanuel",WOS:000950260100002
"Levinas, E.",WOS:000950260100002
"Kendall-Morwick, K.",WOS:000950260100002
"Prevost, Abbe",WOS:000950260100002
"Levinas, E.",WOS:000950260100002
"Wolcher, LE.",WOS:000950260100002
"Stone, Matthew.",WOS:000950260100002
"Sacher-Masoch, Leopold",WOS:000950260100002
"Levinas, Emmanuel",WOS:000950260100002
"Edelglass, W.",WOS:000950260100002
"Boothroyd, D.",WOS:000950260100002
"Atterton, P.",WOS:000950260100002
"Braidotti, R.",WOS:000950260100002
"Burggraeve, R.",WOS:000950260100002
"Levinas, E.",WOS:000950260100002
"Levinas, Emmanuel.",WOS:000950260100002
"Fjelland, Ragnar",WOS:000714828000001
"Engster, Frank",WOS:000714828000001
"Bucher, Taina",WOS:000714828000001
"Penny, Simon",WOS:000714828000001
"Cukier, Kenneth",WOS:000714828000001
"Gitelman, Lisa",WOS:000714828000001
"Bowker, Geoffrey C.",WOS:000714828000001
"Ribes, David",WOS:000714828000001
Cusa,WOS:000714828000001
"Wendt, G.",WOS:000714828000001
"Damasio, A. R.",WOS:000714828000001
"HARAWAY, D.J.",WOS:000714828000001
"Tegmark, M.",WOS:000714828000001
Cusa,WOS:000714828000001
"Holt, J.",WOS:000714828000001
"Ensmenger, N.",WOS:000714828000001
"Andrejevic, M.",WOS:000714828000001
"Turing, AM",WOS:000714828000001
"Harari, YN.",WOS:000714828000001
"Gagliano, Monica",WOS:000714828000001
"Weber, M",WOS:000714828000001
"Damasio, A.",WOS:000714828000001
"Bowker, G. C.",WOS:000714828000001
"Damasio, A.R.",WOS:000714828000001
"ONeil, C.",WOS:000714828000001
"Svensson, J.",WOS:000714828000001
"Lane, C.",WOS:000714828000001
"Agre, Philip",WOS:000714828000001
"Cusa, N",WOS:000714828000001
"Svensson, J.",WOS:000714828000001
"Kennedy, H.",WOS:000714828000001
"Varela, F. J.",WOS:000714828000001
"Turner, Fred",WOS:000714828000001
"Durham Peters, J.",WOS:000714828000001
"Eubanks, V.",WOS:000714828000001
"Hayles, N.K.",WOS:000714828000001
"Chun, Wendy H.K.",WOS:000714828000001
"Gibson, William.",WOS:000714828000001
"Bostrom, N.",WOS:000714828000001
Dreyfus,WOS:000714828000001
"Flusser, V.",WOS:000714828000001
"Dreyfus, H. L",WOS:000714828000001
"Wiener, Norbert",WOS:000714828000001
PINK S,WOS:000714828000001
"Bornemark, Jonna",WOS:000714828000001
"Boellstorff, T.",WOS:000714828000001
"Moravec, H.",WOS:000714828000001
"Gunkel, D.J.",WOS:000714828000001
"Weizenbaum, Joseph",WOS:000714828000001
"Hayles, N. Katherine",WOS:000714828000001
"Lu, Yewangqing",WOS:000861550500001
"Jiang, Dongyang",WOS:000861550500001
"Guo, Mingqiang",WOS:000861550500001
"Qi, Liang",WOS:000861550500001
"Qi, Liang",WOS:000861550500001
"Pavan, S.",WOS:000861550500001
"Qin, X.",WOS:000861550500001
"Tan, G.",WOS:000861550500001
"Ricca, Mario",WOS:000863972100001
"Yang, Liu",WOS:000863972100001
"Ricca, Mario",WOS:000863972100001
"Goodrich, Peter",WOS:000863972100001
"Barr, O",WOS:000863972100001
"Ingold, T",WOS:000863972100001
"Manning, E",WOS:000863972100001
"Pottage, A",WOS:000863972100001
"LUHMANN, N",WOS:000863972100001
"Gandorfer, Daniel",WOS:000863972100001
"Guattari, F.",WOS:000863972100001
"Pashukanis, Evgeny",WOS:000863972100001
"BENNETT, J.",WOS:000863972100001
"Ebbesson, J.",WOS:000863972100001
"Luhmann, N.",WOS:000863972100001
"Mandic, D.",WOS:000863972100001
"Luhmann, N.",WOS:000863972100001
"Sodha, S.",WOS:000863972100001
"Pashukanis, E.",WOS:000863972100001
"Habermas, J.",WOS:000863972100001
"Luhmann, Niklas",WOS:000863972100001
Haraway,WOS:000863972100001
"Souriau, P.",WOS:000863972100001
"Barad, K",WOS:000863972100001
"Deleuze, Gilles",WOS:000863972100001
"Pashukanis, E.",WOS:000863972100001
"Luhmann, N.",WOS:000863972100001
"Habermas, Jurgen",WOS:000863972100001
"Leiboff, M.",WOS:000863972100001
"Sloterdijk, Peter",WOS:000863972100001
"Pashukanis, E.",WOS:000863972100001
"Massey, D. B.",WOS:000863972100001
"Pashukanis, E.",WOS:000863972100001
"Pashukanis, E.",WOS:000863972100001
"Bohme, Gernot",WOS:000863972100001
"Deleuze, Gilles",WOS:000863972100001
"Milovanovic, Dragan",WOS:000863972100001
"Lakoff, G.",WOS:000863972100001
"Virilio, Paul",WOS:000863972100001
"Johnson, M.L.",WOS:000863972100001
"Lakoff, G.",WOS:000863972100001
"Johansson-Pajala, Rose-Marie",WOS:000767970100001
"Dube, Simon",WOS:000767970100001
"Fosch-Villaronga, E.",WOS:000767970100001
"Nguyen, Hoang Thanh",WOS:000767970100001
"Sparrow, Robert",WOS:000767970100001
"Jecker, Nancy S.",WOS:000767970100001
"Aymerich-Franch, Laura",WOS:000767970100001
"Urry, Kristi",WOS:000767970100001
"Doering, Nicola",WOS:000767970100001
"Giaccardi, Elisa",WOS:000767970100001
"Pekkarinen, Satu",WOS:000767970100001
"Kaufman, Ellen M.",WOS:000767970100001
"Johnson, Deborah G.",WOS:000767970100001
"Eichenberg, Christiane",WOS:000767970100001
"Su, Norman Makoto",WOS:000767970100001
"Fosch-Villaronga, E.",WOS:000767970100001
"Doering, N.",WOS:000767970100001
"Cox-George, Chantal",WOS:000767970100001
"Wilson, Nathan J.",WOS:000767970100001
"Johnston, Sean F.",WOS:000767970100001
"Sparrow, Robert",WOS:000767970100001
"Hall, Lynne",WOS:000767970100001
"Gartrell, Alexandra",WOS:000767970100001
"Alexander, Natasha",WOS:000767970100001
"Cheok, Adrian David",WOS:000767970100001
"Danaher, John",WOS:000767970100001
"Addlakha, Renu",WOS:000767970100001
"Scheutz, Matthias",WOS:000767970100001
"Scheutz, Matthias",WOS:000767970100001
"Di Nucci, Ezio",WOS:000767970100001
"Richardson, Kathleen",WOS:000767970100001
"Vaughan, Cathy",WOS:000767970100001
"Janardhana, Navaneetham",WOS:000767970100001
"Bendel, Oliver",WOS:000767970100001
"Stahl, Bernd Carsten",WOS:000767970100001
"Kattari, Shanna K.",WOS:000767970100001
"Temmerman, Marleen",WOS:000767970100001
"Lusti-Narasimhan, Manjula",WOS:000767970100001
"van Wynsberghe, Aimee",WOS:000767970100001
"Stilgoe, Jack",WOS:000767970100001
"Sullins, John P.",WOS:000767970100001
"Greenwood, Nechama W",WOS:000767970100001
"Perry, Brea L.",WOS:000767970100001
"Meaney-Tavares, Rebecca",WOS:000767970100001
"Scheutz, Matthias",WOS:000767970100001
"Sharkey, Amanda",WOS:000767970100001
"Noonan, A.",WOS:000767970100001
"Lin, Patrick",WOS:000767970100001
"Kijak, Remigiusz J.",WOS:000767970100001
"Robertson, Jennifer",WOS:000767970100001
"Quinn, Chris",WOS:000767970100001
"Morse, Janice M.",WOS:000767970100001
"Cuskelly, Monica",WOS:000767970100001
"Higgins, A.",WOS:000767970100001
"Friedman, Batya",WOS:000767970100001
"Servais, L",WOS:000767970100001
"Murphy, GH",WOS:000767970100001
"McCann, E",WOS:000767970100001
"McCabe, MP",WOS:000767970100001
"Eastgate, Gillian",WOS:000767970100001
"Shuttleworth, RP",WOS:000767970100001
"Tepper, MS",WOS:000767970100001
"McCabe, MP",WOS:000767970100001
"Rigotti, Carlotta",WOS:000767970100001
"Sharkey, N.",WOS:000767970100001
"Maras, Marie- Helen",WOS:000767970100001
"Szczuka, J. M.",WOS:000767970100001
"Villaronga, Eduard Fosch",WOS:000767970100001
"Kupper, Frank",WOS:000767970100001
"Roussel, Stefania",WOS:000767970100001
"Nyholm, S",WOS:000767970100001
"Levy, D.",WOS:000767970100001
"Weber, J.",WOS:000767970100001
"Poulsen, A.",WOS:000767970100001
"Szczuka, J.",WOS:000767970100001
"Bendel, Oliver.",WOS:000767970100001
"Royakkers, L",WOS:000767970100001
"Maxwell, J",WOS:000767970100001
"Levy, David",WOS:000767970100001
Richardson,WOS:000767970100001
"Torras, Carme",WOS:000767970100001
"Danaher, J.",WOS:000767970100001
"Vallor, S.",WOS:000767970100001
"Miller, Olivia",WOS:000767970100001
"Bauman, Z.",WOS:000767970100001
"Poulsen, Adam",WOS:000767970100001
"van Grunsven, Janna",WOS:000767970100001
"Nwanazia, Chuka",WOS:000767970100001
"Devlin, Kate",WOS:000767970100001
"Poulsen, Adam",WOS:000767970100001
Fosch-Villaronga,WOS:000767970100001
"Adams, Rachel",WOS:000703794000002
"Leufer, Daniel",WOS:000703794000002
"Giuliano, Roberto Musa",WOS:000703794000002
"Muehlhoff, Rainer",WOS:000703794000002
"Vinuesa, Ricardo",WOS:000703794000002
"Birhane, A.",WOS:000703794000002
"Giles, Paul",WOS:000703794000002
"Bory, Paolo",WOS:000703794000002
"Seth, Anil",WOS:000703794000002
"Cave, Stephen",WOS:000703794000002
"Nemitz, Paul",WOS:000703794000002
"Liang, Fan",WOS:000703794000002
"Hermann, Isabella",WOS:000703794000002
"Johnson, Deborah G.",WOS:000703794000002
"Silver, David",WOS:000703794000002
"Suvin, D",WOS:000703794000002
"Sullins, John P.",WOS:000703794000002
"Brayton, Sean",WOS:000703794000002
"Grau, Christopher",WOS:000703794000002
"SONTAG, S",WOS:000703794000002
"Irsigler, I",WOS:000703794000002
"Bal, M.",WOS:000703794000002
"Krishna, S",WOS:000703794000002
"Schelde, Per",WOS:000703794000002
"Meinecke, L.",WOS:000703794000002
"Jackson, PT.",WOS:000703794000002
"Buchanan, K",WOS:000703794000002
"Nida-Rumelin, J.",WOS:000703794000002
"Chiusi, F.",WOS:000703794000002
"Belton, O.",WOS:000703794000002
"Jasanoff, S.",WOS:000703794000002
"Devlin, K.",WOS:000703794000002
"Dastin, J.",WOS:000703794000002
"Susman, D",WOS:000703794000002
"Kurzweil, R",WOS:000703794000002
"Kubica, W",WOS:000703794000002
"Maynard, A.",WOS:000703794000002
"Broderick, D.",WOS:000703794000002
"Hermann, I.",WOS:000703794000002
"Blackford, R.",WOS:000703794000002
"Bishop, B",WOS:000703794000002
"Shorrock, S",WOS:000703794000002
"Pierson, M.",WOS:000703794000002
"Singler, B",WOS:000703794000002
"Cave, S.",WOS:000703794000002
"Hern, A",WOS:000703794000002
"Mehnert, W.",WOS:000703794000002
"Roberts, A.",WOS:000703794000002
"Sowa, A.",WOS:000703794000002
"Telotte, JP.",WOS:000703794000002
"Eubanks, V.",WOS:000703794000002
"Levy, D.",WOS:000703794000002
"Bilton, Nick",WOS:000703794000002
"Newton, M",WOS:000703794000002
"Dargis, M",WOS:000703794000002
"Bryson, JJ.",WOS:000703794000002
"Barrett, M.",WOS:000703794000002
"Singer, PW",WOS:000703794000002
"Lamb, H",WOS:000703794000002
"Telotte, J. P.",WOS:000703794000002
"Estrada, D",WOS:000703794000002
"O'Neil, C.",WOS:000703794000002
"Schwar, H",WOS:000703794000002
"Cave, S.",WOS:000703794000002
"Harari,, Y. N.",WOS:000703794000002
"Murphy, M",WOS:000703794000002
"Robbins, M",WOS:000703794000002
"Chu, Seo-young",WOS:000703794000002
"Mason, P.",WOS:000703794000002
"Alexander, L.",WOS:000703794000002
"Watercutter, A",WOS:000703794000002
Hermann,WOS:000703794000002
"Wennerscheid, S.",WOS:000703794000002
"Geal, Robert",WOS:000901852000001
"Barad, K",WOS:000901852000001
"Crutzen, PJ",WOS:000901852000001
"HARAWAY, D",WOS:000901852000001
"Hoffmann, E. T. A.",WOS:000901852000001
"Jaques, Zoe",WOS:000901852000001
"Calderwood, I.",WOS:000901852000001
"Carrington, D.",WOS:000901852000001
"Cross, K",WOS:000901852000001
"Moore, J.W.",WOS:000901852000001
"Ackerman, A.",WOS:000901852000001
"Pearce, F.",WOS:000901852000001
"Barthes, R.",WOS:000901852000001
"Lasseter, J.",WOS:000901852000001
"MacLane, A.",WOS:000901852000001
"Unkrich, L.",WOS:000901852000001
"Cooley, J.",WOS:000901852000001
"Lucas, A. L.",WOS:000901852000001
"Collodi, C.",WOS:000901852000001
"Stanton, A.",WOS:000901852000001
"Haraway, D.",WOS:000901852000001
"Laville, S.",WOS:000901852000001
"Lasseter, J.",WOS:000901852000001
"Kerslake, Lorraine",WOS:000673176300001
"Nikolajeva, Maria",WOS:000673176300001
"Kunze, Peter C.",WOS:000673176300001
"Gifford, T",WOS:000673176300001
"RAHN, S",WOS:000673176300001
"HARAWAY, D",WOS:000673176300001
"Massey, Geraldine",WOS:000673176300001
"Paul, Lissa.",WOS:000673176300001
"Hughes, Ted",WOS:000673176300001
"Opperman, Serpil",WOS:000673176300001
"Carson, RL",WOS:000673176300001
"Carson, Rachel",WOS:000673176300001
"Dobrin, Sidney I.",WOS:000673176300001
"Hughes, Ted",WOS:000673176300001
"Plumwood, V.",WOS:000673176300001
"Hughes, Ted",WOS:000673176300001
"Curry, Alice",WOS:000673176300001
"Hughes, Ted.",WOS:000673176300001
"Hughes, Ted",WOS:000673176300001
"Ruekert, William",WOS:000673176300001
"Hughes, Ted.",WOS:000673176300001
"Buell, Lawrence",WOS:000673176300001
"Reddick, Yvonne.",WOS:000673176300001
"Gifford, T.",WOS:000673176300001
"Buell, Lawrence",WOS:000673176300001
"Hughes, Ted.",WOS:000673176300001
"El Nouhy, Eman.",WOS:000673176300001
"Young, Rebecca.",WOS:000673176300001
"Braidotti, Rosi",WOS:000673176300001
"Jacques, Zoe.",WOS:000673176300001
"Alter, Charlotte",WOS:000673176300001
"Morrison, Blake.",WOS:000673176300001
"Gifford, Terry.",WOS:000673176300001
"Jervis, Ben",WOS:000765648000001
"Marin-Aguilera, Beatriz",WOS:000765648000001
"Wickham, Chris",WOS:000765648000001
"Quiros Castillo, Juan Antonio",WOS:000765648000001
"Dyer, Christopher",WOS:000765648000001
"Wright, Sharon Hubbs",WOS:000765648000001
"Franklin, Maria",WOS:000765648000001
"Van Oyen, Astrid",WOS:000765648000001
"Briggs, Chris",WOS:000765648000001
"Currie, C. R. J.",WOS:000765648000001
"Slocombe, Pamela",WOS:000765648000001
"Beck, Anna Severine",WOS:000765648000001
"Heley, Jesse",WOS:000765648000001
"Bolender, Douglas J.",WOS:000765648000001
"Handsman, Russell G.",WOS:000765648000001
"Phillippi, Bradley D.",WOS:000765648000001
"Standley, Eleanor R.",WOS:000765648000001
"Platt, Colin",WOS:000765648000001
"Jervis, Ben",WOS:000765648000001
"Hamilakis, Yannis",WOS:000765648000001
"Mileson, Stephen",WOS:000765648000001
"Gardiner, Mark",WOS:000765648000001
"Harris, Oliver J. T.",WOS:000765648000001
"Flather, Amanda J.",WOS:000765648000001
"Johnson, Mathew H.",WOS:000765648000001
"Suggett, Richard",WOS:000765648000001
"Dyer, Christopher",WOS:000765648000001
"Woodward, Keith",WOS:000765648000001
"Claridge, Jordan",WOS:000765648000001
"Carballo, David M.",WOS:000765648000001
"Pluckhahn, Thomas J.",WOS:000765648000001
"Woodward, Keith",WOS:000765648000001
"De Moor, Tine",WOS:000765648000001
"Nash, Donna J.",WOS:000765648000001
"Voss, Barbara L.",WOS:000765648000001
"Smith, Sally V.",WOS:000765648000001
"Jones, John Paul, III",WOS:000765648000001
"Dyer, Christopher",WOS:000765648000001
"Mueller, Miriam",WOS:000765648000001
"Jones, Sarah Rees",WOS:000765648000001
"Salter, Elisabeth",WOS:000765648000001
"Brandon, JC",WOS:000765648000001
"Wood, MC",WOS:000765648000001
"Barile, KS",WOS:000765648000001
"Battle, W",WOS:000765648000001
"Anderson, N",WOS:000765648000001
"Quiney, A",WOS:000765648000001
"Bennett, JM",WOS:000765648000001
"Galloway, JA",WOS:000765648000001
"Hendon, JA",WOS:000765648000001
"DYER, D",WOS:000765648000001
"INGOLD, T",WOS:000765648000001
"RAZI, Z",WOS:000765648000001
"MATE, M",WOS:000765648000001
"WILK, RR",WOS:000765648000001
"Knoop, Douglas",WOS:000765648000001
"Hurst, J.",WOS:000765648000001
Williams,WOS:000765648000001
"Stark, M.",WOS:000765648000001
"Johnston, AG.",WOS:000765648000001
"Whittle, J.",WOS:000765648000001
"CAMPBELL, B.",WOS:000765648000001
"Eisenman, P.",WOS:000765648000001
"Smith, S.",WOS:000765648000001
"Crellin, R.J.",WOS:000765648000001
"Guattari, F.",WOS:000765648000001
"Gardiner, M.",WOS:000765648000001
"Jones, R.",WOS:000765648000001
"Weikert, K.",WOS:000765648000001
"Irigaray, Luce",WOS:000765648000001
"Pelham, RA.",WOS:000765648000001
Brookfield,WOS:000765648000001
"Spencer-Wood, Suzanne M.",WOS:000765648000001
"Beaudry, Mary C.",WOS:000765648000001
"Richardson, A.",WOS:000765648000001
"Rees Jones Rees Jones, Sarah Sarah",WOS:000765648000001
"Riddy, F.",WOS:000765648000001
"French, K.",WOS:000765648000001
Giles,WOS:000765648000001
"Williams, J.",WOS:000765648000001
"Rees Jones, S.",WOS:000765648000001
"Cohen, JJ.",WOS:000765648000001
Mate,WOS:000765648000001
"Allison, P. M.",WOS:000765648000001
"Alcock, N.",WOS:000765648000001
"Hamling, T.",WOS:000765648000001
"Bennett, J.",WOS:000765648000001
"Bourdieu, Pierre",WOS:000765648000001
"Freedman, P.",WOS:000765648000001
"Musson, R.",WOS:000765648000001
"Hilton, R.",WOS:000765648000001
"Gardiner, M.",WOS:000765648000001
"Jervis, B.",WOS:000765648000001
Brandon,WOS:000765648000001
"Parsons, D.",WOS:000765648000001
"Gardiner Gardiner, Mark Mark",WOS:000765648000001
"Butser, L.",WOS:000765648000001
Postles,WOS:000765648000001
Catlin,WOS:000765648000001
"Deleuze, G.",WOS:000765648000001
"Cohen, JJ.",WOS:000765648000001
"McFadyen, L",WOS:000765648000001
"Schofield, P.",WOS:000765648000001
"Dyer, C.",WOS:000765648000001
"Nail, T.",WOS:000765648000001
"Pelham, RA.",WOS:000765648000001
"Byng, G.",WOS:000765648000001
Baker,WOS:000765648000001
"Jones, Richard",WOS:000765648000001
"de Certeau, Michel",WOS:000765648000001
"DeLanda, M.",WOS:000765648000001
Deleuze,WOS:000765648000001
Rippon,WOS:000765648000001
"Bailey, Mark",WOS:000765648000001
"McFadyen, L.",WOS:000765648000001
"Olson, S.",WOS:000765648000001
"Byng, G.",WOS:000765648000001
"Gilchrist Gilchrist, Roberta Roberta",WOS:000765648000001
"Howell, Martha",WOS:000765648000001
"Beck, AS.",WOS:000765648000001
"Deaton, Angus",WOS:000765648000001
"Rippon, S.",WOS:000765648000001
"Rees Jones, S.",WOS:000765648000001
"Lardreau, G.",WOS:000765648000001
"Gilchrist, R.",WOS:000765648000001
"Bennett, J.",WOS:000765648000001
"Bynum, Caroline Walker",WOS:000765648000001
"Rickett, R.",WOS:000765648000001
Brandon,WOS:000765648000001
"Gilchrist, Roberta",WOS:000765648000001
"Longcroft, A.",WOS:000765648000001
"Hatcher, J.",WOS:000765648000001
Holden,WOS:000765648000001
"Johnson, Matthew",WOS:000765648000001
"De Landa, M.",WOS:000765648000001
"Blanchard, I.",WOS:000765648000001
"Weikert, K.",WOS:000765648000001
"Roberts, E.",WOS:000765648000001
Hanawalt,WOS:000765648000001
"Austin, D.",WOS:000765648000001
"Phillips, K.M.",WOS:000765648000001
"Braidotti, Rosi",WOS:000765648000001
"Gardiner, M.",WOS:000765648000001
"Hilton, Rodney H",WOS:000765648000001
Braidotti,WOS:000765648000001
"Gardiner, M.",WOS:000765648000001
GOLDBERG MY,WOS:000765648000001
Moorhouse,WOS:000765648000001
Cadman,WOS:000765648000001
"Sapoznik, A.",WOS:000765648000001
"Grenville Grenville, Jane Jane",WOS:000765648000001
"Pelham, RA.",WOS:000765648000001
Allan,WOS:000765648000001
"Campbell, B.M.",WOS:000765648000001
"Moorhouse, S.",WOS:000765648000001
"Rose, S.",WOS:000765648000001
"Crellin, R.J.",WOS:000765648000001
"Bennett, Michael J.",WOS:000857285700001
"Chapman, Audrey R.",WOS:000857285700001
"Savulescu, Julian",WOS:000857285700001
"Savulescu, Julian",WOS:000857285700001
"Feeney, Oliver",WOS:000857285700001
"Schaefer, Leon-Philip",WOS:000857285700001
"Sparrow, Robert",WOS:000857285700001
"Baylis, Francoise",WOS:000857285700001
"Lander, Eric",WOS:000857285700001
"Rothenfluch, Sruthi",WOS:000857285700001
"Morar, Nicolae",WOS:000857285700001
"Arnason, Vilhjalmur",WOS:000857285700001
"Murphy, Timothy F.",WOS:000857285700001
"Herissone-Kelly, Peter",WOS:000857285700001
"Henrich, Daniel C.",WOS:000857285700001
"Fenton, Elizabeth",WOS:000857285700001
"Bostrom, N",WOS:000857285700001
"Bayertz, K",WOS:000857285700001
"Kass, Leon R",WOS:000857285700001
"Habermas, J",WOS:000857285700001
"Sandel, M.",WOS:000857285700001
"Fischer, E.",WOS:000857285700001
"Habermas, J.",WOS:000857285700001
"Habermas, J.",WOS:000857285700001
"Jonas, H.",WOS:000857285700001
"Wolbring, G.",WOS:000857285700001
"Fukuyama, F.",WOS:000857285700001
HABERMAS J,WOS:000857285700001
"Buchanan, Allen.",WOS:000857285700001
"Yang, Lili",WOS:000862741100001
"Bathmaker, Ann-Marie",WOS:000862741100001
"Swartz, Rebecca",WOS:000862741100001
"Lu, Ying",WOS:000862741100001
"Williams, Ross",WOS:000862741100001
"Noonan, Peter",WOS:000862741100001
"Collyer, Fran M.",WOS:000862741100001
"McCowan, Tristan",WOS:000862741100001
"Smolentseva, Anna",WOS:000862741100001
"Taylor, Carol A.",WOS:000862741100001
"Di, Xu",WOS:000862741100001
"Smolentseva, Anna",WOS:000862741100001
"Wheelahan, Leesa",WOS:000862741100001
"Walker, Melanie",WOS:000862741100001
"Lenartowicz, Marta",WOS:000862741100001
"Himanka, Juha",WOS:000862741100001
"Sam, Chanphirun",WOS:000862741100001
"Baillie, Caroline",WOS:000862741100001
"Steur, J. M.",WOS:000862741100001
